score,description,date,sentimento
5.0,"Mouse funciona bem para o dia dia, uso para trabalho",5/05/2020,Bom
5.0,Muito bom. Atendeu as expectativas.,17/07/2021,Bom
5.0,Muito macio e eficiente! Valeu apena a aquisição!,27/05/2020,Bom
5.0,Excelente equipamento,5/03/2020,Bom
5.0,Leve e muito gostoso de usar  !!!,7/07/2020,Bom
5.0,Excelente.vou comprar outro igual.,21/08/2020,Bom
5.0,Excelente relação custo-benefício.,1/02/2021,Bom
5.0,"Ótima qualidade, não me arrependo.",2/08/2021,Bom
5.0,Mouse ergonômico e de boa precisão,12/03/2021,Bom
5.0,"Melhor para mãos pequenas, é isso.",22/11/2020,Bom
5.0,Produto ótimo em todos os aspectos,18/08/2020,Bom
5.0,É macio e bem confortável. Adorei.,8/03/2021,Bom
5.0,Muito bom produto. Pequeno e leve.,18/03/2021,Bom
5.0,"Gostei muito desse mouse, é top!!!",14/02/2022,Bom
5.0,extremamente confortável e pratico,14/09/2020,Bom
5.0,Excelente custo benefício.,10/04/2021,Bom
5.0,"MUito Bom, entrega rápida.",7/06/2021,Bom
5.0,Faz tudo conforme descrito,8/05/2021,Bom
5.0,simplesmente maravilhosos.,15/08/2021,Bom
5.0,É um produto de qualidade.,28/07/2021,Bom
5.0,Muito bom. Vem direitinho.,1/04/2021,Bom
5.0,"Designe, precisão e leveza",18/02/2022,Bom
5.0,Produto excelente.,10/11/2020,Bom
5.0,Ótimo produto !!!!,23/05/2021,Bom
5.0,Excelente produto!,25/08/2021,Bom
5.0,Ágil e preciso ...,5/03/2021,Bom
5.0,Adorei. Muito bom.,3/07/2021,Bom
5.0,Produto de altissima qualidade,23/10/2020,Bom
5.0,"O produto chegou em menos de 24h, gostei muito do material do produto e da qualidade!",10/11/2020,Bom
5.0,Ótimo mouse por um preço muito bom.,18/06/2020,Bom
5.0,Vale super a pena. Adorei!,19/12/2021,Bom
4.0,Satisfatório para meu uso.,5/01/2021,Bom
5.0,Excelente!,25/03/2021,Bom
5.0,Ergonômico,8/02/2021,Bom
3.0,Muito bom!,2/08/2021,Neutro
5.0,Muito bom!,2/09/2020,Bom
5.0,Muito bom.,7/05/2021,Bom
5.0,Excelente.,3/05/2021,Bom
5.0,Excelente.,11/11/2020,Bom
5.0,Satisfeita,9/09/2021,Bom
5.0,Ergonômico,20/07/2021,Bom
5.0,Produto muito bom.,23/01/2022,Bom
5.0,Gostei do produto.,2/02/2022,Bom
5.0,"Sem defeitos, vale o preço",26/06/2021,Bom
5.0,"Funciona em qualquer superfície, com uma precisão impecável (suficiente pra quem quer usar pra games).",4/09/2020,Bom
5.0,Excelente custo benefício. Boa precisão e conforto no uso. Recomendo,18/03/2020,Bom
5.0,Recomendo.,2/07/2020,Bom
4.0,"Mouse top até o momento, cumpre o que promete pelo preço",17/08/2021,Bom
4.0,bom e confiavel,21/02/2020,Bom
5.0,"MUITO BOM, PRÁTICO, CABE EM QUALQUER LUGAR",12/11/2020,Bom
5.0,"Produto de ótima qualidade, muito prático.",16/09/2020,Bom
5.0,ok,28/04/2021,Bom
4.0,Muito bom para o dia a dia e trabalhar!,2/08/2020,Bom
5.0,Gostei do produto,3/07/2020,Bom
5.0,"Muito bom, durável.",24/06/2021,Bom
5.0,"Ótimo produto, recomendo a todos.",7/06/2021,Bom
5.0,Excelente mouse para o dia a dia!,21/08/2020,Bom
5.0,"Bom, bonito e barato. E funciona!",30/09/2020,Bom
5.0,É muito fofo !Vale a pena !,13/03/2022,Bom
5.0,"Bom, barat e, com entrega rápida.",6/03/2021,Bom
5.0,Utilizo para notebook é excelente,28/10/2020,Bom
4.0,"Excelente produto, chegou rápido.",11/09/2021,Bom
5.0,Muito bom! E chegou muito rápido!,7/10/2020,Bom
3.0,"Muito bom, pelo preço que paguei!",1/06/2021,Neutro
5.0,Ótimo custo/benefício. Recomendo!,18/08/2020,Bom
5.0,Excelente custo benefício,8/07/2020,Bom
5.0,Cumpre bem o que promete.,23/01/2021,Bom
5.0,Adorei a leveza e rapidez,10/01/2021,Bom
5.0,Bom mouse pelo valor pago,7/08/2020,Bom
5.0,Atendeu minha necessidade,27/04/2021,Bom
5.0,Perfeito! Leve e preciso.,3/06/2021,Bom
5.0,O melhor custo-benefício.,1/12/2020,Bom
5.0,Excelente custo benefício,23/06/2021,Bom
5.0,Funcionando perfeitamente,13/02/2021,Bom
4.0,"Bom, mas muito barulhento",23/05/2021,Bom
5.0,É bom para jogar.,25/02/2022,Bom
5.0,Muito bom produto,22/07/2021,Bom
5.0,Conforme previsto,13/10/2020,Bom
5.0,excelente produto,7/01/2021,Bom
5.0,Muito bom!!!! estamos trocando todos os mouses do escritório por esse.,13/12/2019,Bom
5.0,Dentro do padrão.,17/05/2021,Bom
5.0,"Otimo mouse, qualidade excelente.",14/07/2021,Bom
4.0,As vezes ele falha na utilização.,18/06/2021,Bom
5.0,Ótimo custo benefício. Superou bem minhas necessidades.,28/08/2020,Bom
4.0,Excelente custo benefício,19/12/2021,Bom
5.0,Um produto muito bom.,20/12/2020,Bom
5.0,Muito bom,28/10/2020,Bom
5.0,Mouse bom,28/05/2021,Bom
5.0,produto ótimo e chegou super rápido,21/03/2021,Bom
5.0,Bom desempenho e preço justo,19/02/2021,Bom
5.0,"Gostei do produto, não demorou bastante.",3/07/2020,Bom
5.0,Recomendo,26/11/2021,Bom
4.0,Uma  boa relação custo X benefício,23/11/2020,Bom
1.0,"Produto veio com defeito, não pude avaliar.",8/06/2020,Ruim
5.0,Boa ergonomia e resposta. Leve e ágil.,2/08/2020,Bom
4.0,Muito bom!,10/07/2021,Bom
5.0,"Ergonômico, compacto e perfeito!",19/04/2021,Bom
4.0,"Um pouco pequeno, mas bom mouse.",13/03/2021,Bom
5.0,"Amei o Mouse, eficiente e lindo!",11/03/2021,Bom
5.0,Corresponde a descrição da venda,2/10/2020,Bom
5.0,"Ótimo produto, entrega rápida...",3/07/2020,Bom
5.0,Muito bom. Ergonômico e preciso;,28/02/2022,Bom
5.0,Gostei do formato e compactação.,14/01/2021,Bom
5.0,"Produto leve, desliza muito bem.",27/10/2020,Bom
5.0,"Gostei, ótima qualidade.",19/07/2020,Bom
5.0,Melhor custo x beneficio,24/06/2021,Bom
5.0,Meu marido gostou muito!,21/06/2020,Bom
5.0,Ótimo produto  muito bom,10/08/2020,Bom
5.0,boa qualidade e precisão,16/02/2021,Bom
5.0,Atendeu às expectativas!,20/08/2020,Bom
5.0,Gostei da elegância e precisão,16/07/2020,Bom
5.0,"Melhor mouse de custo benefício, recomendo muito!",11/03/2020,Bom
5.0,bom para lep top,30/09/2020,Bom
5.0,Gostei do mouse.,19/02/2022,Bom
5.0,Mouse excelente.,2/10/2020,Bom
5.0,Mouse muito bom!,8/09/2020,Bom
5.0,Preciso e rápido,16/06/2021,Bom
5.0,Gostei muito! Vale muito a pena.,27/07/2021,Bom
5.0,Produto muito bom. Chegou rápido,14/07/2021,Bom
4.0,"Produto atende às necessidades, só achei ele um pouco leve demais.",25/05/2020,Bom
5.0,Muito bom e confortável.,6/11/2021,Bom
4.0,"Gostei da ergonomia, clique silencioso e leve, o scrool é bem macio.A entrega foi bem rápida, bem antes do prazo.",30/01/2020,Bom
4.0,Produto bom para o dia a dia.,28/07/2020,Bom
5.0,Produto de boa qualidade! Recomendo.,22/05/2020,Bom
5.0,Produto excelente e chegou bem rápido,24/07/2020,Bom
2.0,"esperava mais, o alcance é muito baixo",9/07/2020,Ruim
5.0,"Muito bom, chegou em 1 semana bem embalado.",5/05/2021,Bom
5.0,Produtos Logitech são os melhores.,4/06/2020,Bom
5.0,"Mouse ótimo, com ótima precisão",28/06/2021,Bom
5.0,"Muito bom, um produto de ótima qualidade",22/06/2020,Bom
5.0,"Excelente Mouse, muito bom msm.",28/01/2021,Bom
5.0,"Muito bom o produto, recomendo.",29/01/2021,Bom
5.0,Atendeu as minhas necessidades!,11/12/2020,Bom
5.0,Tamanho ideal pra mãos pequenas,24/03/2021,Bom
5.0,Produto de excelente qualidade.,14/06/2020,Bom
5.0,Produto de muitaqualidade,23/05/2021,Bom
5.0,Entrega rapida e produto otimo.,31/05/2021,Bom
5.0,"Muito econômico, muito prático.",18/05/2021,Bom
5.0,Entrega rapida e alta qualidade,12/08/2020,Bom
5.0,"Aprovado, boa precisão.",22/08/2020,Bom
1.0,Ficou  faltando  o conector USB,17/08/2021,Ruim
5.0,Bom desempenho. Custo benefício bons!,13/07/2020,Bom
5.0,"Ótimo mouse a pilha, que dura bastante. Resistente e prático para as tarefas do dia-a-dia.",8/11/2020,Bom
5.0,Melhor mouse custo benefício.,12/07/2020,Bom
5.0,Bom mouse,6/05/2020,Bom
1.0,venderam o mouse ja com defeito!!,20/10/2020,Ruim
5.0,Aparelho muito bom. Super recomendado.,2/07/2020,Bom
5.0,Foi além das minhas expectativas. O mouse tem um excelente desempenho e é extremamente confortável.,25/06/2020,Bom
5.0,Bastante preciso e ergonômico.,22/04/2021,Bom
5.0,Ótimo mouse para o uso diário.,1/04/2021,Bom
5.0,"Já conhecia, gosto dessa marca",26/09/2020,Bom
5.0,Produto de excelente qualidade,2/07/2021,Bom
1.0,Em 14 dias parou de funcionar.,8/11/2020,Ruim
3.0,Muito pequeno e quebrou rápido,24/06/2021,Neutro
5.0,O produto atende a expectativa,25/02/2021,Bom
5.0,Qualidade do produto muito boa,13/10/2021,Bom
5.0,Ótimo custo benefício!,26/11/2020,Bom
5.0,Atende tranquilamente.,8/03/2021,Bom
5.0,"Otimo mouse, preço bom, marca de qualidade",16/04/2020,Bom
5.0,Ótimo produto!,18/02/2021,Bom
5.0,"Leve, preciso.",22/05/2021,Bom
5.0,Leve e pratico,25/10/2020,Bom
5.0,Gostei muito desse mouse. Eu recomendo,14/05/2020,Bom
5.0,Ótimo produto.,22/07/2020,Bom
5.0,nota 9,9/11/2021,Bom
5.0,"Rápida entrega, ótimo produto, recomendo",8/06/2020,Bom
5.0,Ale tem respostas rápida gostei muiito,13/05/2020,Bom
4.0,Ótimo custo benefício.,23/06/2020,Bom
5.0,Ótimo custo benefício.,23/06/2020,Bom
5.0,"amei o mouse, irei comprar novamente em um futuro próximo.",6/06/2020,Bom
5.0,"Atendeu minha nessecidade, muito bom.👍👍👍",6/12/2019,Bom
5.0,Muito bom para uso cotidiano.,13/10/2020,Bom
5.0,Muito bom o mouse! Recomendo!,11/09/2021,Bom
5.0,Excelente mouse para trabalho,18/05/2020,Bom
5.0,Excelente produto! Recomendo.,30/04/2020,Bom
5.0,"Prático, moderno e eficiente!",4/07/2021,Bom
5.0,Adorei. Entrega super rápida!,3/04/2021,Bom
5.0,O sensor e o alcance é ótimo.,24/01/2021,Bom
5.0,Muito bom e prático .,14/07/2021,Bom
5.0,Produto de qualidade.,30/12/2021,Bom
5.0,Funciona corretamente,25/08/2020,Bom
5.0,"Muito bom, recomendo.",26/02/2021,Bom
5.0,Muito bom! Parabéns!!,27/02/2021,Bom
5.0,Estou gostando muito!,26/10/2020,Bom
5.0,Segundo que eu compro,20/01/2022,Bom
5.0,Produto conforme as especificações.,17/07/2020,Bom
5.0,"Perfeito, excelente e funcional",7/01/2020,Bom
3.0,"Um mouse mediano, baixo custo e bom.",26/03/2020,Neutro
5.0,"Muito bom, o melhor que ja comprei",20/09/2020,Bom
5.0,Ótimo produto,9/06/2021,Bom
5.0,Bom e bonito.,6/05/2021,Bom
5.0,Tido perfeito,27/02/2021,Bom
5.0,Ergonômico e precisão,14/06/2021,Bom
4.0,Bom custo/benefício.,8/07/2020,Bom
5.0,Excelente custo benefício!,8/06/2020,Bom
5.0,Atendeu muito às expectativas,4/12/2021,Bom
5.0,ótimo custo beneficio,30/11/2021,Bom
5.0,A qualidade do mouse me surpreendeu.,25/01/2020,Bom
5.0,Ótimo,11/05/2021,Bom
5.0,Ótimo,27/10/2020,Bom
5.0,Satisfeito com aquisição,29/05/2020,Bom
5.0,"Recomendo tamanho maior, muito preciso, botão de liga desliga, vem com um pilha...",14/08/2020,Bom
5.0,"FORMATO ANATÔMICO, MUITO BOM",28/08/2021,Bom
5.0,Muito bom.. o mouse é ótimo!,16/01/2022,Bom
5.0,Mouse ótimo para home office,12/04/2021,Bom
5.0,Custo e benefício excelentes,23/04/2021,Bom
4.0,Atendeu minhas expectativas!,14/04/2021,Bom
5.0,Produto de estrema qualidade,5/03/2021,Bom
5.0,Superou minhas expectativas!,1/05/2021,Bom
5.0,entrega e funcionamento 100%,11/03/2021,Bom
5.0,prático e ergonômico,17/08/2020,Bom
5.0,Atende o que promete,6/08/2021,Bom
5.0,Lindo como eu queria,24/07/2021,Bom
5.0,excelente qualidade!,9/08/2021,Bom
4.0,Bonito e ergonômico.,15/01/2021,Bom
5.0,qualidade e precisão,26/02/2021,Bom
5.0,Excelente qualidade.,20/03/2021,Bom
5.0,Muito bom e pratico!,14/11/2020,Bom
5.0,Muito bom. Recomendo,14/10/2021,Bom
5.0,Muito bem e prático!,24/03/2021,Bom
5.0,cara é logitech mano,28/05/2021,Bom
5.0,"OTIMO PRODUTO, RECOMENDO",8/04/2021,Bom
4.0,Gostei,18/11/2020,Bom
5.0,Excelente produto. Melhor mouse que já usei. Recomendo!,30/08/2020,Bom
5.0,Eu recomendo,16/01/2022,Bom
5.0,Vale o preço,25/02/2022,Bom
5.0,Cumprir o que está descrito.,24/06/2021,Bom
4.0,bem barulhento e achei muito peuqeno infelizmente,10/10/2019,Bom
5.0,"Melhor mouse que já usei, recomendo!",20/11/2020,Bom
5.0,Muito bom para quem precisa de algo de maior portabilidade.,23/11/2019,Bom
5.0,"Muito bom, sem decepções até agora",27/03/2020,Bom
5.0,Precisão. Gostei da cor. Ótimo design.,5/02/2021,Bom
5.0,Curti,22/11/2020,Bom
5.0,Sim,17/03/2021,Bom
5.0,"Muito bom o produto, de alta qualidade!",27/05/2020,Bom
4.0,"O produto é excelente, porem é um pouco frágil.",18/04/2020,Bom
5.0,Mouse leve e com boa pegada,2/05/2021,Bom
5.0,Excelente! Super recomendo.,14/09/2020,Bom
5.0,"Muito bom, para o dia a dia",7/11/2020,Bom
5.0,"bom, meio pequeno mas é bom",22/03/2021,Bom
5.0,Prático e eficiente. Gostei,13/08/2020,Bom
5.0,Rapido e preciso recomendo.,28/05/2021,Bom
5.0,Excelente. Gostei da pegada,16/04/2021,Bom
4.0,Rápida resposta de comando.,23/09/2020,Bom
4.0,Bom custo/benefício,23/04/2021,Bom
5.0,bateria dura muito!,2/11/2020,Bom
5.0,Uso para o trabalho,12/06/2021,Bom
5.0,Ótimo produto!,6/06/2020,Bom
5.0,Perfeito 👍,25/07/2021,Bom
4.0,Bom produto,6/08/2020,Bom
5.0,Gostei muit,22/02/2022,Bom
4.0,Bom produto,25/06/2020,Bom
5.0,Bem leve e compacto,10/09/2021,Bom
5.0,Produto conforme descrito. Recomendo.,29/04/2020,Bom
5.0,Bom,4/02/2022,Bom
5.0,Produto com  o preço bom.,1/04/2020,Bom
5.0,"Mouse muito bom pra se trabalhar, recomendo.",9/11/2019,Bom
4.0,É um pouco desconfortável de usar se tiver a mão grande,3/01/2020,Bom
5.0,produto com otima qualidade e veio no prazo,14/05/2020,Bom
5.0,Excelente Mouse.,14/02/2020,Bom
5.0,Custo X benefício superou.,15/10/2020,Bom
5.0,Bem pratico e de qualidade,11/05/2021,Bom
5.0,Excelente custo-benefício!,3/11/2021,Bom
5.0,Recomendo!! Boa aquisição.,27/10/2020,Bom
5.0,Custo-benefício excelente.,2/07/2021,Bom
5.0,Ótimo para o homem office.,14/04/2021,Bom
5.0,Muito bom e com bom preço.,26/12/2020,Bom
5.0,Produto excelente.,3/03/2021,Bom
5.0,Produto muito bom!,20/12/2020,Bom
5.0,Manuseio excelente,28/06/2021,Bom
5.0,Vale muito a pena!,26/03/2021,Bom
5.0,Muito bom de usar,17/09/2020,Bom
5.0,Excelente e rápido.,22/06/2020,Bom
5.0,Muito bom.,1/06/2021,Bom
5.0,Muito bom.,4/04/2021,Bom
5.0,Ergonômico,1/03/2021,Bom
5.0,É ótimo!!!,21/10/2020,Bom
5.0,Muito bom.,12/12/2020,Bom
5.0,Excelente!,5/02/2022,Bom
4.0,O Led on/off não funciona!,9/09/2021,Bom
5.0,Excelente custo benefício.,17/03/2022,Bom
5.0,Ótimo produto. Preço justo,26/11/2021,Bom
5.0,É um ótimo produto básico!,14/09/2021,Bom
5.0,Eficiente.,17/01/2022,Bom
5.0,excelente produto;,1/12/2021,Bom
5.0,"Bom tamanho, leve e fácil de usar.",27/06/2020,Bom
5.0,OK,16/11/2020,Bom
5.0,Mouse super prático,20/06/2021,Bom
4.0,Ótima sensibilidade! Muito ergonômico.,18/10/2019,Bom
2.0,"As peças além do mouse eram pra ter vindo aqui? Na dúvida ainda não abri, alguém pode me dizer?",23/08/2020,Ruim
5.0,Ótimo produto. Leve e de resposta rápida. A entrega também foi rápida.,10/07/2020,Bom
5.0,Muito bom e preciso.,24/08/2020,Bom
5.0,Atendeu todas as minhas expectativas,5/06/2020,Bom
5.0,Excelente custo benefício,10/04/2021,Bom
5.0,uso geral. produto otimo.,15/04/2021,Bom
5.0,"Top demais, muito preciso",19/03/2022,Bom
5.0,Adorei o mouse! Perfeito!,28/10/2020,Bom
5.0,Muito bom e fácil de usar,2/05/2021,Bom
5.0,Custo benefício adequado!,27/09/2020,Bom
5.0,"Gostei. Bem leve, bonito e durável",28/03/2021,Bom
5.0,Excelente produto,5/06/2021,Bom
5.0,uso para trabalho,23/10/2020,Bom
5.0,Mouse muito bom..,3/11/2021,Bom
5.0,produto excelente,23/11/2020,Bom
5.0,Excelente produto,15/02/2021,Bom
5.0,Adorei o produto!,10/02/2022,Bom
5.0,ele é maravilhoso,4/03/2021,Bom
5.0,Excelente produto,4/05/2021,Bom
5.0,Muito bom,5/06/2020,Bom
5.0,"Ótimo custo benefício, boa qualidade",22/04/2020,Bom
5.0,"Me surpreendeu bastante, já veio com a pilha inclusa!",2/08/2020,Bom
5.0,Perfeito.,3/10/2020,Bom
5.0,Excelente,29/03/2021,Bom
5.0,muito bom,6/08/2021,Bom
5.0,Mouse excelente com um ótimo custo benefício! Pode comprar sem medo!,30/05/2020,Bom
5.0,Ótimo custo benefício!,28/07/2020,Bom
5.0,Muito bom,4/10/2021,Bom
5.0,O produto não deixa a desejar. Ótimo manuseio e precisão.,16/01/2020,Bom
5.0,Bem ergonômico e clique suave,22/05/2020,Bom
5.0,,2/12/2021,Bom
5.0,Super confortável e se adapta bem à mão.,11/07/2020,Bom
5.0,Ótimo produto aprovado demais.,21/12/2020,Bom
5.0,Super indico esse mouse. Ele é lindo e muito bom! Jogo com ele tranquilamente,23/10/2020,Bom
5.0,Atendeu as expectativas.,8/09/2021,Bom
5.0,Atendeu as expectativas.,26/04/2021,Bom
4.0,"muito prático, recomendo",25/02/2021,Bom
5.0,Atendeu às expectativas.,30/06/2020,Bom
5.0,Mouse de ótima qualidade,7/04/2021,Bom
5.0,Ótima compra! Recomendo.,27/05/2021,Bom
5.0,"Ergonômico, boa precisão",26/03/2021,Bom
4.0,nada a declarar.,1/03/2021,Bom
5.0,Mouse Muito bom.,23/04/2021,Bom
5.0,Mouse excelente!,8/01/2022,Bom
5.0,Bom interessante,11/02/2021,Bom
5.0,Ágil e funcional,11/08/2020,Bom
5.0,Muito bom gostei,12/06/2021,Bom
5.0,Muito eficiente.,6/02/2021,Bom
5.0,Mouse excelente!,11/06/2020,Bom
5.0,Perfeito,27/12/2020,Bom
5.0,Entrega o que promete com qualidade e bom preço.,18/11/2019,Bom
5.0,Completamente satisfeita,21/08/2021,Bom
5.0,"Continuem assim,",11/03/2022,Bom
5.0,Entrega foi realizada 3 dias uteis antes do prazo e produto funcionando corretamente e já com pilha.,26/03/2020,Bom
4.0,Precisão,9/09/2021,Bom
5.0,Bom produto para dia a dia,8/06/2020,Bom
5.0,Ótimo produto!,17/06/2020,Bom
5.0,"Pedi na quarta feira hoje sábado já chegou, excelente.",10/04/2021,Bom
5.0,Muito resistente e barato.,6/06/2020,Bom
5.0,Ótimo,29/01/2021,Bom
5.0,Ótimo mouse e custo benefício,22/07/2020,Bom
5.0,"Ótimo produto, super recomendo.",18/03/2020,Bom
5.0,Mouse pequeno e prático,23/05/2021,Bom
5.0,Mouse de boa qualidade.,24/02/2021,Bom
5.0,Atendeu as expectativas,21/09/2020,Bom
5.0,Atendeu as expectativas,19/04/2021,Bom
5.0,Funciona perfeitamente.,3/12/2020,Bom
5.0,Precisão e simplicidade,20/08/2020,Bom
5.0,Mouse de boa qualidade.,17/03/2021,Bom
4.0,Custo/benefício,20/09/2020,Bom
5.0,muito bom mouse,7/06/2021,Bom
5.0,Otimo recomendo,27/09/2020,Bom
4.0,Custo benefício,28/02/2021,Bom
5.0,Excelente marca,11/11/2020,Bom
5.0,Gostei de tudo.,9/11/2021,Bom
5.0,Excelente mouse,27/07/2020,Bom
5.0,Produto leve e confortável.,26/05/2020,Bom
5.0,Mto bom,19/08/2020,Bom
5.0,Tudo ok,27/03/2021,Bom
5.0,Gostei bastante do produto e da entrega antes do prazo.,3/10/2020,Bom
5.0,Ótimo custo x benefício,29/06/2021,Bom
4.0,O produto funciona bem!,21/08/2021,Bom
5.0,Muito bom! 👏👏,28/06/2020,Bom
5.0,nada a comentar,23/09/2021,Bom
5.0,Chegou dentro do prazo. Produto de alta qualidade,27/04/2021,Bom
5.0,Ótimo produto,22/09/2020,Bom
5.0,Ótimo !,12/06/2021,Bom
5.0,"Ótimo produto, chegou antes do previsto.",5/05/2020,Bom
4.0,"Gostei do mouse, bom preço, boa promoção. Fiquei Satisfeito!",5/08/2019,Bom
5.0,Já tinha um e comprei esse outro para isso dos meus filhos. Qualidade excelente!!,9/08/2020,Bom
5.0,MT bom recomendo pra todos,21/01/2021,Bom
5.0,"Produto prático, confortável",6/12/2020,Bom
5.0,"Muito bom, barato. Excelente precisão.",4/12/2020,Bom
5.0,"Ainda estou testando, porem, boa conectividade, boa velocidade.Bom custo beneficio",13/07/2020,Bom
5.0,Muito A ergonomia dele,11/04/2021,Bom
5.0,Muito preciso e rápido,28/04/2021,Bom
5.0,Ótimo custo benefício!,6/07/2021,Bom
5.0,gostei dele muito pika,3/01/2022,Bom
5.0,"Leve, rápido e durável",26/02/2021,Bom
4.0,Barulhento ao manusear,15/10/2020,Bom
5.0,Ótimo custo beneficio.,31/08/2021,Bom
5.0,Cumpriu bem sua função,25/04/2021,Bom
5.0,ATENDE AS ESPECTATIVAS,16/03/2021,Bom
4.0,Atende as expectativas,10/08/2020,Bom
5.0,"Bom, resistênte e leve",1/02/2021,Bom
5.0,Sem problemas.,20/08/2020,Bom
5.0,"Ótimo, adorei.",18/03/2021,Bom
3.0,Precidão baixa,17/09/2020,Neutro
5.0,ótimo produto!,11/02/2021,Bom
5.0,Muito prático.,4/03/2021,Bom
5.0,Produto ótimo.,3/05/2021,Bom
5.0,Ótimo produto!,6/04/2021,Bom
5.0,Entrega rápida e produto muito bom.,12/12/2019,Bom
5.0,"Ótimo mouse, excelente custo-benefício, produto leve e básico. Cumpre muito bem o que merece, recomendo!",6/06/2019,Bom
5.0,Ótimo para o dia a dia,19/06/2021,Bom
5.0,Gostei,9/04/2021,Bom
5.0,Ótimo!,10/09/2020,Bom
5.0,Ótimo custo-benefício.,13/02/2022,Bom
5.0,Ergonômico. Muito bom.,4/02/2022,Bom
5.0,Super leve e prático..,1/07/2021,Bom
5.0,Melhor custoxbenefício,13/12/2021,Bom
5.0,Ótima produto.,16/12/2021,Bom
5.0,Tem uma ergonomia legal,19/07/2020,Bom
5.0,Gostei.,26/10/2019,Bom
5.0,Nada contra,29/07/2020,Bom
5.0,"Mouse leve, rápido e preciso.",2/07/2020,Bom
5.0,Produto cumpre o que promete,26/05/2020,Bom
5.0,Bom custo benefício!,5/12/2019,Bom
5.0,"Mouse muito bom, preciso e leve.",3/05/2021,Bom
5.0,Custo benefício ótimo,14/04/2021,Bom
5.0,ótimo custo benéficio,6/10/2020,Bom
5.0,Muito bom bem preciso,20/09/2020,Bom
4.0,òtimo custo benefício,13/10/2020,Bom
5.0,Mouse responde com muita velocidade.,26/01/2020,Bom
5.0,Ótimo mouse !,10/09/2020,Bom
5.0,Ótimo produto,8/09/2020,Bom
5.0,De qualidade.,7/01/2022,Bom
